filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
41.jpg,129186,"{}",6,5,"{""name"":""rect"",""x"":280,""y"":623,""width"":116,""height"":22}","{}"
42.jpg,51840,"{}",6,0,"{""name"":""rect"",""x"":50,""y"":61,""width"":166,""height"":38}","{}"
42.jpg,51840,"{}",6,1,"{""name"":""rect"",""x"":252,""y"":101,""width"":113,""height"":27}","{}"
42.jpg,51840,"{}",6,2,"{""name"":""rect"",""x"":254,""y"":83,""width"":70,""height"":17}","{}"
42.jpg,51840,"{}",6,3,"{""name"":""rect"",""x"":245,""y"":171,""width"":36,""height"":24}","{}"
42.jpg,51840,"{}",6,4,"{""name"":""rect"",""x"":473,""y"":152,""width"":171,""height"":25}","{}"
42.jpg,51840,"{}",6,5,"{""name"":""rect"",""x"":250,""y"":146,""width"":125,""height"":23}","{}"
43.jpg,11008,"{}",6,0,"{""name"":""rect"",""x"":11,""y"":13,""width"":65,""height"":23}","{}"
43.jpg,11008,"{}",6,1,"{""name"":""rect"",""x"":92,""y"":33,""width"":45,""height"":10}","{}"
43.jpg,11008,"{}",6,2,"{""name"":""rect"",""x"":92,""y"":22,""width"":49,""height"":12}","{}"
43.jpg,11008,"{}",6,3,"{""name"":""rect"",""x"":90,""y"":65,""width"":14,""height"":11}","{}"
43.jpg,11008,"{}",6,4,"{""name"":""rect"",""x"":187,""y"":57,""width"":71,""height"":10}","{}"
43.jpg,11008,"{}",6,5,"{""name"":""rect"",""x"":91,""y"":54,""width"":46,""height"":10}","{}"
44.jpg,241646,"{}",6,0,"{""name"":""rect"",""x"":42,""y"":698,""width"":208,""height"":34}","{}"
44.jpg,241646,"{}",6,1,"{""name"":""rect"",""x"":285,""y"":746,""width"":220,""height"":28}","{}"
44.jpg,241646,"{}",6,2,"{""name"":""rect"",""x"":285,""y"":720,""width"":109,""height"":24}","{}"
44.jpg,241646,"{}",6,3,"{""name"":""rect"",""x"":265,""y"":841,""width"":71,""height"":28}","{}"
44.jpg,241646,"{}",6,4,"{""name"":""rect"",""x"":556,""y"":809,""width"":176,""height"":36}","{}"
44.jpg,241646,"{}",6,5,"{""name"":""rect"",""x"":277,""y"":811,""width"":174,""height"":26}","{}"
45.jpg,167638,"{}",6,0,"{""name"":""rect"",""x"":85,""y"":657,""width"":174,""height"":42}","{}"
45.jpg,167638,"{}",6,1,"{""name"":""rect"",""x"":303,""y"":713,""width"":137,""height"":30}","{}"
45.jpg,167638,"{}",6,2,"{""name"":""rect"",""x"":295,""y"":681,""width"":97,""height"":26}","{}"
45.jpg,167638,"{}",6,3,"{""name"":""rect"",""x"":303,""y"":794,""width"":32,""height"":38}","{}"
45.jpg,167638,"{}",6,4,"{""name"":""rect"",""x"":528,""y"":768,""width"":174,""height"":36}","{}"
45.jpg,167638,"{}",6,5,"{""name"":""rect"",""x"":297,""y"":766,""width"":148,""height"":32}","{}"
46.jpg,222113,"{}",6,0,"{""name"":""rect"",""x"":55,""y"":507,""width"":212,""height"":35}","{}"
46.jpg,222113,"{}",6,1,"{""name"":""rect"",""x"":310,""y"":569,""width"":127,""height"":23}","{}"
46.jpg,222113,"{}",6,2,"{""name"":""rect"",""x"":305,""y"":530,""width"":96,""height"":27}","{}"
46.jpg,222113,"{}",6,3,"{""name"":""rect"",""x"":299,""y"":668,""width"":49,""height"":27}","{}"
46.jpg,222113,"{}",6,4,"{""name"":""rect"",""x"":554,""y"":630,""width"":200,""height"":32}","{}"
46.jpg,222113,"{}",6,5,"{""name"":""rect"",""x"":308,""y"":627,""width"":138,""height"":32}","{}"
47.jpg,346308,"{}",6,0,"{""name"":""rect"",""x"":73,""y"":804,""width"":200,""height"":45}","{}"
47.jpg,346308,"{}",6,1,"{""name"":""rect"",""x"":321,""y"":872,""width"":91,""height"":23}","{}"
47.jpg,346308,"{}",6,2,"{""name"":""rect"",""x"":326,""y"":839,""width"":159,""height"":25}","{}"
47.jpg,346308,"{}",6,3,"{""name"":""rect"",""x"":324,""y"":966,""width"":43,""height"":43}","{}"
47.jpg,346308,"{}",6,4,"{""name"":""rect"",""x"":587,""y"":943,""width"":182,""height"":33}","{}"
47.jpg,346308,"{}",6,5,"{""name"":""rect"",""x"":308,""y"":940,""width"":167,""height"":25}","{}"
48.jpg,219777,"{}",6,0,"{""name"":""rect"",""x"":53,""y"":617,""width"":216,""height"":38}","{}"
48.jpg,219777,"{}",6,1,"{""name"":""rect"",""x"":318,""y"":667,""width"":115,""height"":28}","{}"
48.jpg,219777,"{}",6,2,"{""name"":""rect"",""x"":311,""y"":629,""width"":59,""height"":32}","{}"
48.jpg,219777,"{}",6,3,"{""name"":""rect"",""x"":314,""y"":769,""width"":42,""height"":32}","{}"
48.jpg,219777,"{}",6,4,"{""name"":""rect"",""x"":589,""y"":726,""width"":210,""height"":32}","{}"
48.jpg,219777,"{}",6,5,"{""name"":""rect"",""x"":311,""y"":732,""width"":178,""height"":36}","{}"
49.jpg,504996,"{}",6,0,"{""name"":""rect"",""x"":69,""y"":1317,""width"":381,""height"":81}","{}"
49.jpg,504996,"{}",6,1,"{""name"":""rect"",""x"":531,""y"":1407,""width"":304,""height"":61}","{}"
49.jpg,504996,"{}",6,2,"{""name"":""rect"",""x"":547,""y"":1342,""width"":182,""height"":57}","{}"
49.jpg,504996,"{}",6,3,"{""name"":""rect"",""x"":543,""y"":1601,""width"":77,""height"":49}","{}"
49.jpg,504996,"{}",6,4,"{""name"":""rect"",""x"":1090,""y"":1520,""width"":397,""height"":57}","{}"
49.jpg,504996,"{}",6,5,"{""name"":""rect"",""x"":531,""y"":1524,""width"":284,""height"":69}","{}"
50.jpg,10899,"{}",6,0,"{""name"":""rect"",""x"":15,""y"":141,""width"":45,""height"":12}","{}"
50.jpg,10899,"{}",6,1,"{""name"":""rect"",""x"":67,""y"":162,""width"":32,""height"":7}","{}"
50.jpg,10899,"{}",6,2,"{""name"":""rect"",""x"":66,""y"":152,""width"":31,""height"":10}","{}"
50.jpg,10899,"{}",6,3,"{""name"":""rect"",""x"":65,""y"":174,""width"":14,""height"":6}","{}"
50.jpg,10899,"{}",6,4,"{""name"":""rect"",""x"":125,""y"":168,""width"":39,""height"":10}","{}"
50.jpg,10899,"{}",6,5,"{""name"":""rect"",""x"":65,""y"":168,""width"":28,""height"":6}","{}"
